               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.044476,            0.032458,                   0,             0.85014,             0.65328,             0.71573,             0.39285,            0.039757,            0.027291,                   0,            0.007426,            0.007426,            0.007426
                  15,            0.043895,             0.03212,                   0,             0.85184,             0.65522,             0.71876,               0.394,             0.03971,             0.02719,                   0,            0.007228,            0.007228,            0.007228
                  16,             0.04383,            0.032677,                   0,              0.8554,             0.65692,             0.72198,             0.39691,             0.03952,            0.027206,                   0,             0.00703,             0.00703,             0.00703
                  17,            0.043807,            0.032308,                   0,             0.85378,             0.65971,             0.72255,             0.39598,            0.039499,            0.027144,                   0,            0.006832,            0.006832,            0.006832
                  18,            0.043555,            0.032042,                   0,             0.85171,             0.66371,             0.72485,             0.39927,            0.039356,            0.027032,                   0,            0.006634,            0.006634,            0.006634
                  19,            0.043622,            0.031711,                   0,             0.85196,             0.66511,             0.72501,             0.39931,            0.039218,            0.026978,                   0,            0.006436,            0.006436,            0.006436
                  20,            0.043191,            0.031353,                   0,              0.8544,             0.66599,             0.72826,             0.40191,            0.039083,            0.026977,                   0,            0.006238,            0.006238,            0.006238
                  21,            0.043127,            0.031718,                   0,             0.85309,             0.66757,             0.73044,             0.40528,            0.038854,            0.026925,                   0,             0.00604,             0.00604,             0.00604
                  22,            0.042812,            0.031275,                   0,             0.85743,             0.66609,             0.73258,             0.40653,            0.038831,            0.026812,                   0,            0.005842,            0.005842,            0.005842
                  23,            0.043378,            0.032344,                   0,             0.85676,             0.66775,             0.73313,             0.40544,            0.038795,            0.026849,                   0,            0.005644,            0.005644,            0.005644
                  24,            0.042922,            0.031614,                   0,             0.85959,             0.66793,             0.73279,             0.40612,            0.038699,            0.026815,                   0,            0.005446,            0.005446,            0.005446
                  25,            0.042809,            0.031261,                   0,             0.85858,             0.66989,              0.7343,             0.40754,            0.038635,            0.026798,                   0,            0.005248,            0.005248,            0.005248
                  26,             0.04246,            0.031121,                   0,             0.86294,             0.66887,             0.73596,              0.4085,            0.038571,            0.026818,                   0,             0.00505,             0.00505,             0.00505
                  27,            0.042933,            0.031753,                   0,             0.85918,             0.67313,             0.73656,             0.40939,            0.038549,            0.026812,                   0,            0.004852,            0.004852,            0.004852
                  28,            0.042263,            0.031422,                   0,             0.86195,             0.67275,              0.7369,             0.41057,            0.038474,             0.02677,                   0,            0.004654,            0.004654,            0.004654
                  29,            0.042181,            0.031169,                   0,             0.85977,             0.67553,             0.73787,             0.41125,             0.03842,            0.026771,                   0,            0.004456,            0.004456,            0.004456
                  30,            0.042098,            0.031135,                   0,             0.86004,             0.67395,             0.73757,              0.4113,            0.038369,            0.026807,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.042391,             0.03109,                   0,             0.85918,             0.67503,             0.73876,             0.41225,            0.038306,            0.026767,                   0,             0.00406,             0.00406,             0.00406
                  32,            0.041935,            0.030848,                   0,             0.85894,             0.67731,             0.74042,             0.41348,            0.038241,            0.026737,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.042002,            0.031117,                   0,             0.85918,             0.67873,             0.74115,             0.41382,            0.038199,            0.026712,                   0,            0.003664,            0.003664,            0.003664
                  34,             0.04188,             0.03075,                   0,             0.85886,             0.67874,              0.7414,             0.41426,            0.038165,            0.026706,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.041674,            0.030307,                   0,             0.85944,             0.67893,             0.74143,             0.41461,            0.038136,             0.02671,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.041764,            0.030807,                   0,             0.85761,             0.67969,             0.74172,             0.41542,            0.038106,            0.026703,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.041479,             0.03094,                   0,             0.85829,             0.68026,             0.74217,             0.41527,            0.038087,            0.026696,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.040969,            0.030093,                   0,             0.85828,             0.68094,             0.74312,             0.41569,            0.038064,            0.026685,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.041245,            0.030713,                   0,             0.85816,              0.6817,             0.74357,             0.41635,            0.038045,            0.026671,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.040978,            0.030099,                   0,             0.85847,             0.68167,             0.74369,              0.4166,            0.038027,            0.026662,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.041139,            0.030104,                   0,             0.85769,             0.68185,             0.74385,              0.4169,            0.038012,            0.026651,                   0,             0.00208,             0.00208,             0.00208
                  42,             0.04072,            0.029338,                   0,             0.85642,             0.68284,             0.74423,             0.41733,            0.037997,            0.026644,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.040786,            0.029377,                   0,             0.85725,             0.68294,             0.74451,             0.41749,            0.037982,            0.026638,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.040663,            0.029807,                   0,             0.85706,              0.6833,             0.74498,             0.41799,            0.037964,            0.026631,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.040266,            0.029636,                   0,             0.85713,             0.68364,             0.74523,             0.41833,            0.037946,            0.026625,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.040136,            0.029551,                   0,             0.85635,             0.68392,             0.74539,             0.41838,            0.037932,            0.026621,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.040303,            0.029744,                   0,             0.85742,             0.68344,             0.74559,             0.41876,            0.037918,            0.026619,                   0,            0.000892,            0.000892,            0.000892
                  48,             0.03984,            0.029467,                   0,             0.85785,             0.68362,             0.74584,             0.41892,            0.037907,            0.026616,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.039886,             0.02916,                   0,             0.85843,              0.6831,             0.74574,             0.41895,            0.037897,            0.026614,                   0,            0.000496,            0.000496,            0.000496
